epoch episode reward average_reward sd_reward
0 324.0 -21.0  
0 325.0 -21.0  
0 326.0 -21.0  
0 327.0 -21.0  
0 328.0 -21.0  
0 329.0 -21.0  
0 330.0 -21.0  
0 331.0 -21.0  
0 332.0 -21.0  
0 333.0 -21.0  
0 334.0 -21.0  
0 335.0 -21.0  
0 336.0 -21.0  
0 337.0 -21.0  
0 338.0 -21.0  
0 339.0 -21.0  
0 340.0 -21.0  
0 341.0 -21.0  
0 342.0 -21.0  
0 343.0 -21.0  
0 344.0 -21.0  
0 345.0 -21.0  
0 346.0 -21.0  
0 347.0 -21.0  
0 348.0 -21.0  
0 349.0 -21.0  
0 350.0 -21.0  
0 351.0 -20.0  
0 352.0 -21.0  
0 353.0 -21.0  
0 354.0 -21.0  
0 355.0 -21.0  
0 356.0 -20.0  
0 357.0 -21.0  
0 358.0 -21.0  
0 359.0 -21.0  
0 360.0 -21.0  
0 361.0 -21.0  
0 362.0 -21.0  
0 363.0 -20.0  
0 364.0 -21.0  
0 365.0 -21.0  
0 366.0 -21.0  
0 367.0 -21.0  
0 368.0 -21.0  
0 369.0 -21.0  
0 370.0 -21.0  
0 371.0 -21.0  
0 372.0 -21.0  
0 373.0 -21.0  
0 374.0 -21.0  
0 375.0 -21.0  
0 376.0 -21.0  
0 377.0 -21.0  
0 378.0 -21.0  
0 379.0 -21.0  
0 380.0 -21.0  
0 381.0 -21.0  
0 382.0 -21.0  
0 383.0 -21.0  
0 384.0 -21.0  
0 385.0 -21.0  
0 386.0 -21.0  
0 387.0 -21.0  
0 388.0 -21.0  
0 389.0 -21.0  
0 390.0 -21.0  
0 391.0 -21.0  
0 392.0 -21.0  
0 393.0 -20.0  
0 394.0 -21.0  
0 395.0 -21.0  
0 396.0 -21.0  
0 397.0 -20.0  
0 398.0 -21.0  
0 399.0 -21.0  
0 400.0 -21.0  
0 401.0 -21.0  
0 402.0 -21.0  
0 403.0 -21.0  
0 404.0 -21.0  
0 405.0 -21.0  
0 406.0 -21.0  
0 407.0 -21.0  
0 408.0 -21.0  
0 409.0 -21.0  
0 410.0 -21.0  
0 411.0 -21.0  
0 412.0 -21.0  
0 413.0 -21.0  
0 414.0 -21.0  
0 415.0 -21.0  
0 416.0 -21.0  
0 417.0 -21.0  
0 418.0 -21.0  
0 419.0 -21.0  
0 420.0 -21.0  
0 421.0 -21.0  
